edge_id,from_node_id,from_node_type,to_node_id,to_node_type,relationship,timestamp,order_id,category,customer_segment,edge_strength,price_bucket,region,state,campaign,same_household,prior_interactions,dwell_seconds,product_id,unit_price_usd,quantity,returned_flag,auth_approved
EDGE301102,C55912,Customer,P1204,Product,VIEWED,2024-08-04 16:48:06,,Toys,Active,0.395,$100-$250,EU,ID,BackToSchool,False,3,23,P1204,132.09,2,False,False
EDGE301103,C12696,Customer,P8225,Product,VIEWED,2025-06-29 10:05:39,,Beauty,New,0.222,$100-$250,NA,OR,BackToSchool,False,4,64,P8225,106.37,1,False,False
EDGE301104,C47573,Customer,P8813,Product,VIEWED,2025-02-09 02:05:39,,Pets,Active,0.908,$50-$100,NA,AL,None,False,1,68,P8813,73.07,1,False,False
EDGE301105,P9552,Product,P5776,Product,ALSO_BOUGHT_WITH,2024-07-19 11:02:31,ORD101082,Sports,Active,0.466,>$250,NA,IA,Loyalty,False,5,5,P9552,311.93,1,False,False
EDGE301106,C42068,Customer,C46563,Customer,REFERRED_FRIEND,2025-03-24 18:16:05,,Books,Loyal,0.326,<$25,NA,MT,Loyalty,False,2,51,P5803,18.11,1,False,False
EDGE301107,C11781,Customer,P5025,Product,VIEWED,2025-04-14 18:54:54,,Apparel,AtRisk,0.5,$50-$100,EU,IL,NewArrivals,False,3,63,P5025,61.25,1,False,False
EDGE301108,C91170,Customer,P4821,Product,VIEWED,2024-03-13 17:52:31,,Pets,Dormant,0.103,$50-$100,EU,MO,NewArrivals,False,3,37,P4821,56.78,3,False,False
EDGE301109,C82839,Customer,P3380,Product,PURCHASED,2024-11-14 03:55:46,ORD101957,Electronics,New,0.306,$50-$100,NA,SD,SpringSale,False,4,65,P3380,56.06,1,False,True
EDGE301110,C61696,Customer,P2343,Product,ADDED_TO_CART,2025-02-15 08:47:58,,Beauty,Active,0.184,$50-$100,NA,AZ,SpringSale,False,2,30,P2343,62.02,1,False,False
EDGE301111,C46760,Customer,P4641,Product,PURCHASED,2025-05-25 11:19:31,ORD100170,Automotive,Loyal,0.918,$25-$50,NA,GA,Holiday,False,1,43,P4641,29.97,1,True,True
EDGE301112,C69986,Customer,P8588,Product,ADDED_TO_CART,2024-02-25 17:25:00,,Electronics,Active,0.141,$100-$250,NA,NM,Holiday,False,3,62,P8588,224.78,1,False,False
EDGE301113,C75400,Customer,P8569,Product,PURCHASED,2024-10-10 04:13:11,ORD101943,Books,Loyal,0.453,$50-$100,APAC,UT,NewArrivals,False,4,90,P8569,55.7,4,False,True
EDGE301114,C58059,Customer,P8228,Product,PURCHASED,2024-03-08 18:44:09,ORD101290,Automotive,Active,0.688,>$250,LATAM,KY,SpringSale,False,7,54,P8228,662.66,2,False,True
EDGE301115,C38438,Customer,C80931,Customer,REFERRED_FRIEND,2025-05-26 21:06:43,,Beauty,Dormant,0.138,$25-$50,LATAM,NY,Loyalty,False,2,21,P3270,36.67,2,False,False
EDGE301116,C39215,Customer,P6763,Product,VIEWED,2024-12-10 09:06:57,,Sports,New,0.911,$50-$100,LATAM,MN,Loyalty,False,5,53,P6763,57.14,1,False,False
EDGE301117,C19250,Customer,P4046,Product,ADDED_TO_CART,2025-06-03 00:02:50,,Books,AtRisk,0.331,>$250,APAC,LA,None,False,3,47,P4046,914.81,3,False,False
EDGE301118,C37631,Customer,P4432,Product,PURCHASED,2024-12-13 11:22:09,ORD102354,Apparel,Loyal,0.832,$25-$50,APAC,MI,BackToSchool,False,3,25,P4432,42.56,1,False,True
EDGE301119,C26182,Customer,P1179,Product,VIEWED,2024-01-20 03:59:58,,Home,AtRisk,0.656,$50-$100,LATAM,WI,SpringSale,False,4,5,P1179,69.32,1,False,False
EDGE301120,C85680,Customer,P9210,Product,ADDED_TO_CART,2025-01-19 03:01:13,,Toys,Active,0.216,$25-$50,EU,CA,Holiday,False,5,66,P9210,49.14,1,False,False
EDGE301121,C46784,Customer,P4753,Product,ADDED_TO_CART,2025-01-29 21:42:14,,Home,New,0.465,$25-$50,APAC,OH,None,False,4,42,P4753,32.78,1,False,False
EDGE301122,C87640,Customer,P3402,Product,VIEWED,2024-05-15 19:33:32,,Apparel,New,0.251,>$250,LATAM,CT,None,False,3,74,P3402,973.66,2,False,False
EDGE301123,C91889,Customer,P5459,Product,PURCHASED,2025-06-03 11:13:32,ORD101646,Home,New,0.755,$25-$50,LATAM,NJ,Loyalty,False,6,59,P5459,49.28,1,False,True
EDGE301124,C20545,Customer,P5065,Product,PURCHASED,2024-02-03 15:54:07,ORD101438,Home,New,0.667,$25-$50,EU,AR,Clearance,False,2,44,P5065,37.6,1,False,True
EDGE301125,C92714,Customer,P2236,Product,PURCHASED,2024-01-05 09:41:18,ORD101284,Books,Active,0.244,<$25,APAC,VT,BackToSchool,False,2,92,P2236,18.38,1,False,True
EDGE301126,C34717,Customer,P8608,Product,RETURNS,2025-03-11 14:08:29,ORD100828,Sports,New,0.527,>$250,LATAM,PA,None,False,2,49,P8608,356.77,1,False,False
EDGE301127,P7765,Product,P5022,Product,ALSO_BOUGHT_WITH,2025-04-20 01:20:39,ORD100881,Apparel,New,0.495,$50-$100,EU,CO,None,False,0,49,P7765,50.52,1,False,False
EDGE301128,C21707,Customer,P7166,Product,VIEWED,2025-01-27 23:26:24,,Sports,Active,0.138,$25-$50,LATAM,MD,NewArrivals,False,6,76,P7166,27.03,2,False,False
EDGE301129,C17691,Customer,P5259,Product,ADDED_TO_CART,2024-08-01 18:55:03,,Home,Loyal,0.331,>$250,EU,VA,Clearance,False,6,36,P5259,556.71,3,False,False
EDGE301130,C78080,Customer,P2838,Product,PURCHASED,2024-07-26 21:40:29,ORD101887,Sports,AtRisk,0.654,$100-$250,NA,NV,SpringSale,False,0,25,P2838,244.56,1,True,True
EDGE301131,C91356,Customer,C47571,Customer,REFERRED_FRIEND,2024-09-04 16:22:04,,Electronics,Loyal,0.394,$25-$50,APAC,WA,NewArrivals,False,0,43,P7872,41.12,2,False,False
EDGE301132,C43511,Customer,P4879,Product,VIEWED,2024-05-13 00:04:30,,Home,Active,0.188,<$25,APAC,VT,Holiday,False,2,37,P4879,22.04,2,False,False
EDGE301133,C46151,Customer,P2506,Product,PURCHASED,2024-09-20 13:41:05,ORD100595,Apparel,Active,0.368,<$25,EU,NE,Holiday,False,2,28,P2506,13.36,1,False,True
EDGE301134,C94424,Customer,P4374,Product,VIEWED,2024-01-27 01:53:13,,Books,Active,0.289,$50-$100,NA,PA,BackToSchool,False,2,63,P4374,83.14,1,False,False
EDGE301135,C42665,Customer,P5929,Product,VIEWED,2025-02-18 09:27:49,,Books,New,0.956,>$250,EU,IL,BackToSchool,False,1,49,P5929,327.82,1,False,False
EDGE301136,C38824,Customer,P8204,Product,VIEWED,2024-02-12 15:45:10,,Electronics,New,0.444,>$250,EU,TX,Clearance,False,2,37,P8204,398.41,2,False,False
EDGE301137,C15385,Customer,C84602,Customer,REFERRED_FRIEND,2025-02-16 09:32:01,,Beauty,Active,0.933,$50-$100,LATAM,DC,NewArrivals,False,1,53,P6206,75.09,3,False,False
EDGE301138,C78824,Customer,P9393,Product,PURCHASED,2025-06-09 01:25:04,ORD102218,Pets,Loyal,0.926,$100-$250,APAC,NY,Holiday,False,3,5,P9393,166.24,1,False,True
EDGE301139,C62568,Customer,P3044,Product,ADDED_TO_CART,2024-01-13 19:45:21,,Sports,New,0.849,>$250,NA,KS,BackToSchool,False,4,26,P3044,576.37,3,False,False
EDGE301140,P6614,Product,P6478,Product,ALSO_BOUGHT_WITH,2024-12-20 08:43:57,ORD101184,Beauty,New,0.587,$25-$50,NA,OH,Loyalty,False,4,38,P6614,34.83,2,False,False
EDGE301141,C98808,Customer,P6736,Product,ADDED_TO_CART,2024-12-27 04:29:02,,Sports,Active,0.167,>$250,NA,WI,None,False,2,76,P6736,297.11,1,False,False
EDGE301142,C71799,Customer,P3373,Product,ADDED_TO_CART,2024-08-20 07:43:27,,Toys,Loyal,0.441,$50-$100,NA,MN,Holiday,False,2,42,P3373,60.15,2,False,False
EDGE301143,C36081,Customer,C24088,Customer,REFERRED_FRIEND,2024-08-21 19:27:24,,Beauty,Active,0.978,>$250,NA,ME,Holiday,True,3,38,P4206,295.36,1,False,False
EDGE301144,P1565,Product,P6241,Product,ALSO_BOUGHT_WITH,2025-06-12 23:45:07,ORD102031,Apparel,New,0.416,$50-$100,NA,NV,BackToSchool,False,4,80,P1565,63.0,3,False,False
EDGE301145,C64368,Customer,P8892,Product,PURCHASED,2024-03-07 12:09:54,ORD100866,Books,New,0.3,$50-$100,NA,MA,BackToSchool,False,0,63,P8892,72.5,1,False,True
EDGE301146,C79278,Customer,P8841,Product,PURCHASED,2025-01-26 10:55:47,ORD100844,Electronics,Dormant,0.676,$25-$50,LATAM,HI,Clearance,False,1,48,P8841,36.39,2,False,True
EDGE301147,C97421,Customer,C75296,Customer,REFERRED_FRIEND,2024-12-26 19:17:27,,Books,Active,0.941,<$25,APAC,NH,None,False,3,48,P4770,21.04,4,False,False
EDGE301148,C25352,Customer,C56380,Customer,REFERRED_FRIEND,2024-06-09 12:14:03,,Grocery,AtRisk,0.459,$100-$250,APAC,MI,NewArrivals,False,5,88,P5337,243.41,3,False,False
EDGE301149,C72351,Customer,P4622,Product,VIEWED,2024-06-15 09:16:33,,Home,Dormant,0.873,<$25,EU,NY,Loyalty,False,3,36,P4622,11.89,1,False,False
EDGE301150,P4558,Product,P3889,Product,ALSO_BOUGHT_WITH,2024-12-04 21:45:40,ORD100551,Pets,Active,0.385,$50-$100,LATAM,WV,Clearance,False,2,15,P4558,72.56,1,False,False
EDGE301151,C22932,Customer,P3330,Product,ADDED_TO_CART,2024-07-11 16:45:34,,Grocery,New,0.828,>$250,APAC,ME,None,False,0,82,P3330,321.23,3,False,False
EDGE301152,C83688,Customer,P9011,Product,ADDED_TO_CART,2024-03-01 11:54:56,,Pets,Active,0.392,$25-$50,NA,AL,Loyalty,False,4,23,P9011,43.05,2,False,False
EDGE301153,C52137,Customer,P2340,Product,ADDED_TO_CART,2024-02-21 21:31:46,,Books,Active,0.553,$50-$100,LATAM,KS,NewArrivals,False,5,54,P2340,50.06,1,False,False
EDGE301154,C68814,Customer,P4193,Product,PURCHASED,2024-03-06 20:15:02,ORD101178,Toys,Active,0.49,<$25,EU,NV,SpringSale,False,6,37,P4193,20.07,1,False,True
EDGE301155,P6309,Product,P2372,Product,ALSO_BOUGHT_WITH,2025-03-18 18:35:18,ORD100171,Beauty,AtRisk,0.355,$50-$100,APAC,UT,SpringSale,False,3,86,P6309,84.71,1,False,False
EDGE301156,C70802,Customer,P2080,Product,ADDED_TO_CART,2024-08-19 00:14:55,,Pets,New,0.61,$25-$50,NA,HI,Holiday,False,3,68,P2080,26.11,1,False,False
EDGE301157,C72937,Customer,P4135,Product,VIEWED,2024-04-28 17:22:24,,Toys,Loyal,0.817,$25-$50,APAC,IL,Loyalty,False,2,5,P4135,33.76,1,False,False
EDGE301158,P9566,Product,P2244,Product,ALSO_BOUGHT_WITH,2025-03-12 23:59:53,ORD101042,Automotive,Active,0.286,$25-$50,APAC,CT,Clearance,False,4,48,P9566,45.22,1,False,False
EDGE301159,C75584,Customer,P7347,Product,PURCHASED,2024-03-21 13:05:01,ORD102477,Sports,Dormant,0.442,<$25,APAC,OH,Loyalty,False,0,33,P7347,15.09,1,False,True
EDGE301160,C68383,Customer,P6661,Product,RETURNS,2024-10-11 11:32:02,ORD100943,Books,Dormant,0.121,>$250,LATAM,KS,NewArrivals,False,2,50,P6661,254.62,1,False,False
EDGE301161,C13345,Customer,P4272,Product,VIEWED,2024-11-27 03:49:41,,Sports,Active,0.206,>$250,EU,CT,Holiday,False,3,65,P4272,395.19,1,False,False
EDGE301162,C29099,Customer,P1936,Product,ADDED_TO_CART,2024-02-29 09:32:52,,Pets,Active,0.142,$50-$100,NA,ND,Holiday,False,0,42,P1936,90.43,2,False,False
EDGE301163,C55226,Customer,C78680,Customer,REFERRED_FRIEND,2024-09-13 11:48:35,,Sports,New,0.83,$50-$100,EU,KY,Clearance,False,2,21,P5082,51.59,1,False,False
EDGE301164,C52987,Customer,P6697,Product,PURCHASED,2025-05-03 03:24:58,ORD100477,Sports,New,0.101,>$250,LATAM,CA,Loyalty,False,4,59,P6697,273.08,1,False,True
EDGE301165,C62782,Customer,P9090,Product,PURCHASED,2024-07-03 06:10:42,ORD100775,Home,Loyal,0.881,>$250,EU,AZ,None,False,4,50,P9090,690.31,2,False,True
EDGE301166,C78544,Customer,C46569,Customer,REFERRED_FRIEND,2024-05-15 20:19:04,,Electronics,Dormant,0.519,$50-$100,APAC,KY,SpringSale,False,3,23,P3692,56.53,1,False,False
EDGE301167,C78217,Customer,P2286,Product,PURCHASED,2024-06-07 10:03:04,ORD102310,Beauty,Active,0.374,$50-$100,EU,LA,Clearance,False,6,72,P2286,63.13,1,False,True
EDGE301168,C25204,Customer,P8018,Product,ADDED_TO_CART,2025-06-16 01:23:02,,Sports,AtRisk,0.23,$50-$100,LATAM,ID,Clearance,False,4,58,P8018,62.26,1,False,False
EDGE301169,C65200,Customer,C26525,Customer,REFERRED_FRIEND,2024-03-15 17:47:28,,Automotive,Active,0.861,<$25,NA,MT,Clearance,True,1,32,P9881,15.76,2,False,False
EDGE301170,P8003,Product,P2918,Product,ALSO_BOUGHT_WITH,2024-03-31 00:11:39,ORD101842,Pets,New,0.933,$100-$250,APAC,TX,Holiday,False,4,22,P8003,152.24,1,False,False
EDGE301171,C69325,Customer,P8131,Product,VIEWED,2025-01-12 19:24:05,,Grocery,Loyal,0.244,<$25,LATAM,OR,Holiday,False,5,5,P8131,11.74,2,False,False
EDGE301172,C73229,Customer,P1235,Product,ADDED_TO_CART,2024-06-18 02:01:39,,Electronics,New,0.872,<$25,LATAM,NV,NewArrivals,False,2,53,P1235,20.54,1,False,False
EDGE301173,C60246,Customer,P4950,Product,ADDED_TO_CART,2024-07-09 05:55:36,,Home,New,0.261,$50-$100,APAC,UT,SpringSale,False,5,63,P4950,64.97,2,False,False
EDGE301174,C79861,Customer,C26054,Customer,REFERRED_FRIEND,2024-02-07 22:50:41,,Pets,Loyal,0.981,$50-$100,NA,VA,Loyalty,False,6,46,P4192,58.8,1,False,False
EDGE301175,C17639,Customer,P1463,Product,VIEWED,2024-01-17 06:32:15,,Home,Active,0.166,$50-$100,NA,DE,Clearance,False,5,74,P1463,60.06,1,False,False
EDGE301176,P2144,Product,P1684,Product,ALSO_BOUGHT_WITH,2025-03-14 02:23:07,ORD100365,Grocery,Active,0.254,<$25,NA,VA,NewArrivals,False,7,7,P2144,20.91,2,False,False
EDGE301177,C77038,Customer,P8532,Product,ADDED_TO_CART,2025-05-13 15:37:12,,Electronics,Active,0.633,$25-$50,LATAM,AK,Clearance,False,6,38,P8532,28.9,2,False,False
EDGE301178,C28371,Customer,P7770,Product,VIEWED,2024-01-31 19:54:57,,Pets,New,0.423,>$250,LATAM,AR,NewArrivals,False,6,35,P7770,344.34,4,False,False
EDGE301179,C88586,Customer,P5328,Product,ADDED_TO_CART,2025-01-10 18:24:15,,Toys,New,0.908,>$250,APAC,DE,Clearance,False,3,38,P5328,267.15,1,False,False
EDGE301180,P6377,Product,P2942,Product,ALSO_BOUGHT_WITH,2024-01-16 15:05:05,ORD102225,Beauty,AtRisk,0.997,$50-$100,APAC,ME,Holiday,False,3,34,P6377,69.68,1,False,False
EDGE301181,P3727,Product,P4527,Product,ALSO_BOUGHT_WITH,2025-01-13 06:50:32,ORD102168,Home,New,0.749,$25-$50,EU,WY,Clearance,False,4,15,P3727,27.83,1,False,False
EDGE301182,C13020,Customer,P5262,Product,VIEWED,2025-01-17 04:45:01,,Grocery,AtRisk,0.445,$100-$250,APAC,UT,BackToSchool,False,1,65,P5262,207.99,1,False,False
EDGE301183,C59359,Customer,P9711,Product,PURCHASED,2024-09-28 02:10:44,ORD100009,Sports,Active,0.925,$100-$250,LATAM,MA,Holiday,False,1,31,P9711,240.47,2,False,True
EDGE301184,C71358,Customer,P9222,Product,ADDED_TO_CART,2025-03-22 21:15:11,,Home,New,0.848,$50-$100,LATAM,IA,None,False,3,46,P9222,67.05,1,False,False
EDGE301185,C30970,Customer,P3857,Product,RETURNS,2025-02-24 14:19:05,ORD101477,Beauty,Dormant,0.201,>$250,APAC,ND,Clearance,False,2,60,P3857,390.71,1,False,False
EDGE301186,C40082,Customer,C32529,Customer,REFERRED_FRIEND,2024-10-04 13:07:05,,Pets,Active,0.752,$50-$100,APAC,MN,Holiday,False,4,20,P1808,88.94,1,False,False
EDGE301187,C83718,Customer,P7061,Product,ADDED_TO_CART,2024-04-09 02:11:48,,Grocery,Active,0.688,>$250,LATAM,DE,SpringSale,False,1,21,P7061,367.79,1,False,False
EDGE301188,C64128,Customer,P5260,Product,PURCHASED,2024-06-02 08:40:14,ORD100071,Home,Active,0.544,$50-$100,EU,HI,Clearance,False,1,19,P5260,71.44,2,True,True
EDGE301189,C59379,Customer,C42709,Customer,REFERRED_FRIEND,2025-06-19 11:43:00,,Beauty,Loyal,0.994,$100-$250,APAC,ME,Holiday,False,6,22,P4862,138.22,2,False,False
EDGE301190,P3954,Product,P2435,Product,ALSO_BOUGHT_WITH,2024-06-22 10:46:21,ORD101071,Beauty,Loyal,0.386,$25-$50,LATAM,VA,Clearance,False,5,59,P3954,26.08,4,False,False
EDGE301191,C89175,Customer,P3438,Product,PURCHASED,2024-04-08 06:38:34,ORD102200,Electronics,Loyal,0.402,>$250,LATAM,DE,BackToSchool,False,3,63,P3438,785.01,1,False,True
EDGE301192,C44191,Customer,P4322,Product,VIEWED,2025-03-02 23:24:13,,Sports,Active,0.194,<$25,LATAM,VA,NewArrivals,False,3,55,P4322,20.77,2,False,False
EDGE301193,C37331,Customer,P7005,Product,ADDED_TO_CART,2024-03-09 00:27:04,,Grocery,Loyal,0.65,$25-$50,APAC,MS,NewArrivals,False,1,38,P7005,33.18,3,False,False
EDGE301194,C93851,Customer,P5616,Product,VIEWED,2024-11-02 06:20:22,,Toys,Active,0.231,$50-$100,APAC,CT,NewArrivals,False,2,39,P5616,66.75,1,False,False
EDGE301195,C53115,Customer,P5509,Product,VIEWED,2024-11-07 13:59:45,,Sports,AtRisk,0.652,$50-$100,APAC,TN,SpringSale,False,3,63,P5509,71.69,1,False,False
EDGE301196,C85395,Customer,P8867,Product,PURCHASED,2024-03-31 13:32:11,ORD101793,Books,New,0.868,$100-$250,APAC,KY,Loyalty,False,3,43,P8867,239.7,2,False,True
EDGE301197,C21812,Customer,P5719,Product,ADDED_TO_CART,2025-03-06 06:24:08,,Automotive,New,0.215,$50-$100,NA,CO,None,False,1,43,P5719,62.42,1,False,False
EDGE301198,C71086,Customer,P6113,Product,VIEWED,2024-02-20 04:41:01,,Beauty,New,0.354,$25-$50,NA,IA,SpringSale,False,4,49,P6113,40.52,1,False,False
EDGE301199,C54115,Customer,P6329,Product,PURCHASED,2025-01-27 15:06:35,ORD101786,Pets,Active,0.411,$25-$50,NA,SD,Holiday,False,2,90,P6329,27.64,3,True,True
EDGE301200,C83985,Customer,P4172,Product,VIEWED,2024-06-19 15:12:06,,Apparel,AtRisk,0.986,>$250,APAC,DC,Holiday,False,4,55,P4172,753.42,1,False,False
EDGE301201,C27167,Customer,P8801,Product,PURCHASED,2024-09-22 17:21:26,ORD100576,Sports,Loyal,0.213,$50-$100,NA,PA,None,False,1,22,P8801,58.34,1,False,True
EDGE301202,C73830,Customer,P3709,Product,ADDED_TO_CART,2024-10-06 03:41:56,,Automotive,Active,0.296,$25-$50,NA,MS,Holiday,False,5,40,P3709,42.97,3,False,False
EDGE301203,P3929,Product,P7647,Product,ALSO_BOUGHT_WITH,2024-02-17 14:44:50,ORD101781,Sports,Active,0.376,$50-$100,NA,NY,Loyalty,False,1,59,P3929,53.6,2,False,False
EDGE301204,P7657,Product,P7324,Product,ALSO_BOUGHT_WITH,2024-04-21 12:37:38,ORD101340,Electronics,Loyal,0.198,$100-$250,NA,OK,BackToSchool,False,2,32,P7657,171.94,1,False,False
EDGE301205,C22512,Customer,P7589,Product,VIEWED,2024-10-09 10:35:47,,Toys,New,0.199,>$250,EU,TX,None,False,4,66,P7589,272.21,3,False,False
EDGE301206,C77000,Customer,P3818,Product,PURCHASED,2024-11-19 06:05:02,ORD100353,Grocery,Active,0.277,$50-$100,EU,GA,Clearance,False,2,55,P3818,56.75,1,False,True
EDGE301207,C52364,Customer,P6351,Product,PURCHASED,2025-01-14 11:25:09,ORD100499,Electronics,Dormant,0.788,$50-$100,NA,NV,Clearance,False,2,18,P6351,82.62,1,False,True
EDGE301208,P9981,Product,P6953,Product,ALSO_BOUGHT_WITH,2025-04-25 18:24:11,ORD100854,Home,New,0.987,$50-$100,EU,AK,BackToSchool,False,6,52,P9981,76.69,1,False,False
EDGE301209,C68051,Customer,P9894,Product,VIEWED,2024-05-21 21:58:07,,Pets,Loyal,0.748,$100-$250,LATAM,ND,BackToSchool,False,4,47,P9894,159.63,1,False,False
EDGE301210,C31331,Customer,P4439,Product,RETURNS,2024-01-06 07:26:14,ORD100121,Home,Loyal,0.75,$25-$50,APAC,WY,SpringSale,False,4,35,P4439,31.63,2,True,False
EDGE301211,P6378,Product,P5132,Product,ALSO_BOUGHT_WITH,2024-06-13 15:17:45,ORD101364,Grocery,New,0.695,$100-$250,APAC,DC,Holiday,False,5,50,P6378,166.05,1,False,False
EDGE301212,C45935,Customer,P7958,Product,ADDED_TO_CART,2024-06-20 05:57:11,,Home,Active,0.667,>$250,EU,MT,Loyalty,False,1,9,P7958,305.99,1,False,False
EDGE301213,C22195,Customer,P1266,Product,VIEWED,2024-11-01 04:19:03,,Automotive,New,0.126,$50-$100,LATAM,WI,NewArrivals,False,2,33,P1266,72.95,1,False,False
EDGE301214,C27595,Customer,C97924,Customer,REFERRED_FRIEND,2025-01-08 16:14:24,,Apparel,Loyal,0.219,$50-$100,EU,WA,BackToSchool,False,4,17,P7041,58.83,1,False,False
EDGE301215,P7180,Product,P9796,Product,ALSO_BOUGHT_WITH,2024-05-19 11:09:52,ORD100525,Apparel,Active,0.449,$25-$50,NA,AL,Holiday,False,1,72,P7180,49.63,1,False,False
EDGE301216,C12765,Customer,C19574,Customer,REFERRED_FRIEND,2025-04-22 04:46:47,,Automotive,Dormant,0.228,<$25,NA,MT,None,False,1,41,P8661,20.84,1,False,False
EDGE301217,C37978,Customer,P7799,Product,PURCHASED,2024-05-17 16:20:48,ORD101362,Home,Active,0.515,$50-$100,APAC,CA,Holiday,False,3,43,P7799,56.81,2,True,True
EDGE301218,C21623,Customer,P5437,Product,ADDED_TO_CART,2024-01-03 00:08:30,,Sports,Active,0.216,$50-$100,APAC,WI,SpringSale,False,1,59,P5437,61.16,3,False,False
EDGE301219,C28826,Customer,P5723,Product,VIEWED,2025-04-10 04:42:20,,Apparel,AtRisk,0.162,$25-$50,LATAM,SD,SpringSale,False,3,65,P5723,45.08,1,False,False
EDGE301220,C82270,Customer,P9217,Product,PURCHASED,2025-03-14 21:23:43,ORD101303,Home,Active,0.163,>$250,EU,SC,SpringSale,False,1,31,P9217,836.19,1,False,True
EDGE301221,C78087,Customer,C56094,Customer,REFERRED_FRIEND,2024-11-03 02:08:52,,Toys,AtRisk,0.866,$25-$50,LATAM,ME,Clearance,False,6,60,P5039,36.56,2,False,False
EDGE301222,C45903,Customer,P6737,Product,PURCHASED,2025-03-09 13:12:47,ORD100729,Books,Loyal,0.658,$50-$100,LATAM,ID,Holiday,False,2,16,P6737,79.2,1,False,True
EDGE301223,C82183,Customer,P3696,Product,VIEWED,2025-03-28 11:11:28,,Home,Active,0.244,<$25,EU,SD,BackToSchool,False,2,31,P3696,19.51,1,False,False
EDGE301224,P6653,Product,P9198,Product,ALSO_BOUGHT_WITH,2024-07-31 13:00:53,ORD101622,Electronics,Active,0.361,<$25,NA,OK,None,False,1,49,P6653,20.87,1,False,False
EDGE301225,C77730,Customer,P8056,Product,VIEWED,2024-11-11 20:22:20,,Books,Active,0.989,<$25,NA,ND,BackToSchool,False,4,47,P8056,17.29,2,False,False
EDGE301226,C71214,Customer,P3443,Product,VIEWED,2024-03-22 18:40:50,,Automotive,New,0.251,$25-$50,LATAM,MN,Holiday,False,1,32,P3443,44.2,2,False,False
EDGE301227,C65112,Customer,P4109,Product,VIEWED,2025-01-16 14:14:06,,Electronics,Loyal,0.201,>$250,EU,IL,BackToSchool,False,4,45,P4109,477.57,3,False,False
EDGE301228,C76037,Customer,P4427,Product,VIEWED,2024-11-29 14:02:01,,Books,Active,0.913,$25-$50,LATAM,TN,NewArrivals,False,6,41,P4427,38.77,1,False,False
EDGE301229,C74769,Customer,P9259,Product,VIEWED,2024-04-16 11:03:18,,Books,AtRisk,0.152,>$250,NA,NY,Loyalty,False,0,46,P9259,279.77,1,False,False
EDGE301230,C94566,Customer,P7084,Product,VIEWED,2025-03-31 14:54:14,,Grocery,AtRisk,0.843,$50-$100,LATAM,AZ,Loyalty,False,3,36,P7084,61.01,2,False,False
EDGE301231,C91755,Customer,P6954,Product,VIEWED,2024-02-23 05:57:28,,Toys,Active,0.701,$50-$100,NA,SD,Loyalty,False,2,32,P6954,94.23,2,False,False
EDGE301232,C81215,Customer,C12021,Customer,REFERRED_FRIEND,2024-12-19 08:09:32,,Pets,Active,0.465,>$250,NA,ND,BackToSchool,False,5,36,P6379,292.41,1,False,False
EDGE301233,C61881,Customer,P7255,Product,VIEWED,2024-03-27 07:39:55,,Toys,Active,0.928,$50-$100,EU,WY,None,False,2,47,P7255,67.03,1,False,False
EDGE301234,C89351,Customer,P4766,Product,ADDED_TO_CART,2024-06-28 17:41:40,,Electronics,Active,0.636,$50-$100,LATAM,IN,BackToSchool,False,3,34,P4766,64.17,1,False,False
EDGE301235,P6443,Product,P3772,Product,ALSO_BOUGHT_WITH,2024-11-26 22:39:32,ORD101822,Books,Active,0.177,>$250,LATAM,WY,BackToSchool,False,2,28,P6443,365.51,3,False,False
EDGE301236,C33568,Customer,P3311,Product,ADDED_TO_CART,2024-04-06 09:33:50,,Apparel,AtRisk,0.995,$25-$50,EU,IA,Holiday,False,0,61,P3311,29.64,1,False,False
EDGE301237,C27146,Customer,P5150,Product,VIEWED,2024-04-15 03:17:16,,Automotive,Loyal,0.919,$25-$50,LATAM,IL,Holiday,False,7,17,P5150,39.89,4,False,False
EDGE301238,C98256,Customer,P9128,Product,PURCHASED,2024-05-21 09:56:57,ORD101452,Pets,Loyal,0.974,$25-$50,EU,MA,Clearance,False,0,43,P9128,47.34,1,False,True
EDGE301239,C78421,Customer,P2163,Product,VIEWED,2024-09-02 02:38:47,,Grocery,New,0.954,<$25,NA,MA,None,False,1,66,P2163,13.23,1,False,False
EDGE301240,C91500,Customer,P8845,Product,ADDED_TO_CART,2025-06-21 05:21:08,,Pets,New,0.84,>$250,LATAM,MO,None,False,5,57,P8845,295.14,1,False,False
EDGE301241,C95432,Customer,P1557,Product,VIEWED,2024-07-12 13:17:14,,Electronics,Loyal,0.177,>$250,NA,MD,Holiday,False,2,73,P1557,334.4,1,False,False
EDGE301242,C49782,Customer,P7155,Product,ADDED_TO_CART,2025-05-11 17:59:03,,Beauty,Loyal,0.808,$100-$250,APAC,NC,Clearance,False,3,5,P7155,170.35,1,False,False
EDGE301243,C61449,Customer,P6299,Product,VIEWED,2025-02-02 01:59:32,,Apparel,Dormant,0.219,$100-$250,APAC,OH,Holiday,False,2,17,P6299,227.63,1,False,False
EDGE301244,C71906,Customer,P2369,Product,PURCHASED,2025-05-04 06:33:33,ORD101972,Books,Loyal,0.828,>$250,EU,CA,BackToSchool,False,4,44,P2369,356.78,1,False,True
