event_id,customer_id,session_id,event_type,event_ts,device_type,browser,os,referrer,country,state,ab_variant,is_logged_in,page_depth,latency_ms,dwell_seconds,cart_value_usd,discount_rate,fraud_score,payment_outcome,sequence_num,product_id,category,promo_code
EVT201253,C63080,S8786640929,purchase,2024-10-01 03:35:12,mobile,Edge,Windows,paid_search,IN,,B,True,3,250,50,93.2,0.237,0.0,approved,5,P8563,Books,WELCOME10
EVT201254,C54626,S8507817248,add_to_cart,2024-11-13 14:54:23,desktop,Edge,iOS,organic_search,FR,,A,False,2,355,23,97.18,0.172,0.269,,1,P4122,Pets,NONE
EVT201255,C87852,S1343251029,add_to_cart,2024-05-14 22:27:45,mobile,Edge,Windows,organic_search,US,AZ,A,True,3,424,58,36.5,0.139,0.0,,2,P6116,Books,HOLIDAY20
EVT201256,C50712,S5266336664,payment_attempt,2024-05-13 04:05:24,mobile,Opera,Windows,paid_search,GB,,B,True,10,484,14,212.4,0.02,0.074,approved,10,,,WELCOME10
EVT201257,C73869,S1571959777,product_view,2024-06-09 07:22:00,mobile,Safari,Android,organic_search,AU,,B,True,1,359,43,15.82,0.135,0.064,,5,P4273,Apparel,FREESHIP
EVT201258,C50161,S3924959259,add_to_cart,2024-05-14 19:18:56,desktop,Safari,macOS,direct,DE,,A,True,5,402,30,38.47,0.12,0.125,,8,P2753,Automotive,WELCOME10
EVT201259,C92811,S3982065150,page_view,2025-06-09 20:51:45,mobile,Safari,iOS,organic_search,US,OH,A,False,3,446,71,16.43,0.163,0.0,,4,,,NONE
EVT201260,C99329,S8425922249,checkout_start,2024-09-06 18:23:59,desktop,Firefox,iOS,direct,IN,,A,True,1,412,14,130.95,0.0,0.167,,5,,,WELCOME10
EVT201261,C61865,S5888745389,page_view,2025-03-13 18:16:50,mobile,Opera,Android,social,US,GA,B,True,5,322,23,23.88,0.002,0.021,,8,,,NONE
EVT201262,C50031,S3999485099,add_to_cart,2025-05-15 23:13:04,desktop,Chrome,Android,paid_search,AU,,A,True,4,375,34,108.73,0.135,0.186,,6,P5608,Apparel,WELCOME10
EVT201263,C87319,S5679315209,page_view,2025-06-22 20:41:46,mobile,Firefox,macOS,direct,IN,,A,True,2,108,45,29.46,0.125,0.427,,4,,,NONE
EVT201264,C62470,S3506858304,product_view,2024-03-10 09:35:33,tablet,Chrome,iOS,organic_search,IN,,A,False,5,110,5,33.38,0.186,0.052,,9,P3600,Automotive,NONE
EVT201265,C20397,S6737307036,page_view,2025-01-04 14:37:09,mobile,Edge,Linux,direct,AU,,A,True,1,531,18,7.23,0.186,0.0,,8,,,HOLIDAY20
EVT201266,C29385,S1548660943,checkout_start,2025-03-17 18:30:31,desktop,Firefox,macOS,paid_search,GB,,A,False,6,273,32,62.98,0.131,0.265,,5,,,HOLIDAY20
EVT201267,C44741,S6136847214,product_view,2024-03-23 03:51:08,desktop,Edge,iOS,organic_search,GB,,B,True,5,568,77,7.74,0.078,0.0,,7,P1247,Sports,NONE
EVT201268,C60890,S8313610499,add_to_cart,2024-06-30 08:26:02,desktop,Firefox,macOS,paid_search,US,MO,B,True,2,545,34,197.71,0.093,0.0,,6,P3564,Toys,NONE
EVT201269,C71774,S9243408587,page_view,2025-01-20 08:14:58,mobile,Opera,macOS,direct,GB,,A,True,3,406,53,17.93,0.086,0.0,,4,,,NONE
EVT201270,C47035,S7276206510,payment_attempt,2024-02-13 23:45:55,desktop,Safari,Linux,direct,CA,,A,True,3,87,36,97.33,0.203,0.293,approved,4,,,NONE
EVT201271,C84230,S1202634678,add_to_cart,2024-11-27 06:34:32,mobile,Firefox,Linux,direct,AU,,A,False,5,352,58,85.04,0.093,0.0,,2,P5236,Beauty,NONE
EVT201272,C27689,S7273269720,product_view,2025-02-20 04:44:47,desktop,Edge,Windows,paid_search,IN,,A,True,5,518,30,33.53,0.165,0.125,,10,P1346,Grocery,NONE
EVT201273,C88150,S1842749356,product_view,2024-06-21 02:59:07,desktop,Safari,macOS,direct,FR,,B,True,7,387,43,21.59,0.102,0.233,,3,P7670,Apparel,NONE
EVT201274,C45853,S5401335158,add_to_cart,2024-07-15 09:00:07,mobile,Edge,macOS,direct,FR,,A,True,4,398,5,25.28,0.056,0.0,,6,P5494,Grocery,FREESHIP
EVT201275,C19968,S7376799271,page_view,2024-04-26 16:43:50,mobile,Firefox,Android,social,DE,,B,True,6,326,60,29.2,0.229,0.214,,7,,,NONE
EVT201276,C99949,S6417005037,add_to_cart,2024-08-19 05:27:52,mobile,Firefox,Android,direct,GB,,B,False,1,376,72,92.69,0.159,0.145,,3,P4905,Beauty,NONE
EVT201277,C96209,S4946388864,add_to_cart,2024-04-05 02:09:10,desktop,Chrome,macOS,direct,AU,,A,False,9,247,45,134.5,0.156,0.033,,1,P2705,Home,WELCOME10
EVT201278,C87618,S1519713257,purchase,2024-02-02 02:37:22,mobile,Edge,macOS,social,AU,,B,True,3,495,26,26.22,0.217,0.333,approved,9,P6547,Electronics,HOLIDAY20
EVT201279,C48816,S4578734838,add_to_cart,2024-04-15 02:42:10,mobile,Opera,Windows,direct,BR,,B,True,3,704,13,171.03,0.025,0.166,,7,P7884,Beauty,NONE
EVT201280,C11495,S4079811841,page_view,2024-01-28 19:02:32,desktop,Firefox,Windows,direct,IN,,B,True,3,455,47,41.02,0.115,0.066,,6,,,NONE
EVT201281,C94533,S4005477308,product_view,2024-08-30 06:54:14,desktop,Edge,Linux,paid_search,FR,,A,False,3,376,28,27.33,0.108,0.157,,3,P7837,Home,NONE
EVT201282,C31558,S7843373374,page_view,2024-05-31 02:19:43,desktop,Edge,iOS,paid_search,AU,,A,True,2,226,106,24.02,0.088,0.257,,8,,,NONE
EVT201283,C94174,S9058565230,purchase,2024-10-23 17:32:48,mobile,Firefox,Windows,organic_search,IN,,A,True,6,259,49,86.1,0.055,0.09,approved,6,P7368,Sports,NONE
EVT201284,C64431,S7655163803,checkout_start,2024-02-01 08:52:56,mobile,Chrome,Windows,direct,GB,,A,True,4,339,75,182.36,0.205,0.018,,4,,,NONE
EVT201285,C40943,S8663278975,product_view,2024-09-12 16:26:06,mobile,Chrome,Android,organic_search,US,TN,B,False,3,213,62,2.48,0.233,0.207,,8,P1590,Beauty,WELCOME10
EVT201286,C59820,S7048250485,checkout_start,2024-02-05 07:00:08,mobile,Edge,Windows,organic_search,FR,,B,True,6,236,15,107.59,0.095,0.029,,9,,,NONE
EVT201287,C15549,S8825989120,product_view,2024-08-27 18:57:39,mobile,Firefox,iOS,direct,IN,,B,False,5,423,33,24.76,0.219,0.021,,5,P1007,Electronics,HOLIDAY20
EVT201288,C63952,S5517086141,return_initiated,2024-10-17 20:55:49,desktop,Firefox,Android,email,CA,,B,True,4,376,40,193.76,0.08,0.14,,2,P5416,Beauty,FREESHIP
EVT201289,C72171,S7000656863,product_view,2024-07-02 04:14:25,mobile,Edge,Windows,organic_search,US,ND,A,False,3,310,49,21.51,0.248,0.157,,4,P2702,Beauty,NONE
EVT201290,C91960,S6708182954,page_view,2024-03-14 22:14:26,desktop,Opera,macOS,direct,MX,,B,True,5,214,31,30.25,0.211,0.039,,2,,,NONE
EVT201291,C37400,S3581131473,purchase,2024-03-11 01:52:15,mobile,Opera,iOS,organic_search,US,NC,B,True,4,527,23,99.06,0.314,0.109,approved,3,P7331,Sports,NONE
EVT201292,C19565,S5195944821,page_view,2024-10-07 05:02:45,mobile,Safari,Android,affiliate,AU,,B,False,2,468,5,34.51,0.237,0.205,,10,,,NONE
EVT201293,C68918,S5272038164,product_view,2024-02-05 06:09:35,desktop,Chrome,macOS,organic_search,AU,,B,False,7,365,52,12.8,0.218,0.292,,6,P6917,Books,WELCOME10
EVT201294,C20885,S7976224255,page_view,2024-06-10 11:23:06,mobile,Chrome,macOS,organic_search,FR,,B,True,3,356,49,44.82,0.06,0.043,,5,,,FREESHIP
EVT201295,C51128,S1351822451,product_view,2024-05-18 02:52:40,desktop,Firefox,iOS,direct,AU,,A,True,4,337,13,39.49,0.171,0.0,,6,P9929,Home,NONE
EVT201296,C13139,S2342683173,product_view,2024-08-05 19:28:00,desktop,Safari,Windows,direct,DE,,B,True,2,386,44,22.35,0.144,0.077,,9,P1448,Toys,NONE
EVT201297,C35813,S5589871253,product_view,2024-05-27 22:55:19,desktop,Opera,Windows,social,GB,,A,False,6,324,46,41.28,0.13,0.161,,8,P7737,Apparel,HOLIDAY20
EVT201298,C61742,S2386640604,checkout_start,2025-04-14 11:42:55,mobile,Edge,iOS,organic_search,DE,,B,False,3,360,35,145.03,0.096,0.164,,5,,,WELCOME10
EVT201299,C88869,S6445683845,page_view,2025-06-21 11:54:36,mobile,Edge,Linux,direct,FR,,A,False,4,390,31,38.19,0.211,0.0,,2,,,HOLIDAY20
EVT201300,C38408,S9684334567,product_view,2025-02-23 00:51:02,mobile,Edge,Windows,organic_search,CA,,A,True,2,416,25,3.3,0.196,0.018,,4,P1420,Grocery,NONE
EVT201301,C83319,S5656705424,page_view,2024-08-02 09:39:47,desktop,Safari,Windows,organic_search,BR,,A,False,4,451,83,3.43,0.155,0.209,,5,,,NONE
EVT201302,C49500,S2158292414,add_to_cart,2024-10-09 09:21:49,desktop,Opera,Linux,organic_search,CA,,A,True,4,273,45,96.77,0.115,0.116,,3,P7401,Automotive,FREESHIP
EVT201303,C86771,S9076036876,product_view,2024-04-14 14:28:27,mobile,Edge,Windows,paid_search,IN,,B,False,1,172,17,27.37,0.119,0.197,,7,P1455,Electronics,NONE
EVT201304,C29749,S2887898390,page_view,2025-02-28 19:04:52,mobile,Safari,Linux,direct,IN,,B,False,3,352,15,2.59,0.113,0.024,,1,,,NONE
EVT201305,C89870,S6630508146,purchase,2025-02-04 15:51:41,mobile,Firefox,macOS,paid_search,AU,,A,False,5,426,18,139.07,0.078,0.297,approved,8,P4972,Beauty,NONE
EVT201306,C54720,S7265203163,product_view,2024-10-28 08:48:52,mobile,Safari,Linux,direct,MX,,B,False,5,348,46,41.5,0.114,0.116,,1,P2199,Toys,NONE
EVT201307,C99916,S5011675458,add_to_cart,2025-01-06 06:28:43,mobile,Opera,iOS,paid_search,US,MT,A,True,2,419,31,133.03,0.228,0.0,,3,P2595,Toys,NONE
EVT201308,C89052,S2118692525,add_to_cart,2025-02-24 07:06:06,mobile,Edge,Windows,direct,AU,,A,True,4,528,5,169.09,0.093,0.0,,7,P2308,Toys,NONE
EVT201309,C66006,S9193315323,product_view,2024-02-09 04:56:53,desktop,Firefox,iOS,direct,BR,,A,True,2,372,21,12.81,0.179,0.178,,3,P6799,Electronics,FREESHIP
EVT201310,C95513,S5508335465,add_to_cart,2024-12-30 11:54:26,mobile,Edge,Android,email,MX,,B,False,3,231,33,32.35,0.131,0.335,,9,P5969,Apparel,WELCOME10
EVT201311,C73699,S7962929475,page_view,2024-08-17 20:08:08,mobile,Edge,iOS,organic_search,GB,,A,True,1,392,18,39.42,0.195,0.198,,3,,,NONE
EVT201312,C78449,S7193602590,add_to_cart,2024-11-22 14:39:46,desktop,Safari,Linux,paid_search,BR,,A,False,2,583,63,23.79,0.0,0.297,,6,P2218,Grocery,HOLIDAY20
EVT201313,C45884,S2379177164,checkout_start,2024-04-29 09:25:27,mobile,Opera,Android,direct,BR,,B,False,3,531,68,125.52,0.271,0.046,,5,,,NONE
EVT201314,C85371,S8027535709,product_view,2025-06-19 20:17:26,mobile,Firefox,macOS,direct,MX,,B,True,7,285,29,5.36,0.024,0.238,,7,P5786,Toys,NONE
EVT201315,C92804,S9297203046,product_view,2024-10-25 10:41:19,desktop,Opera,Android,paid_search,MX,,B,True,8,209,47,27.74,0.019,0.326,,9,P5336,Electronics,NONE
EVT201316,C84489,S2490023911,product_view,2025-03-10 06:32:57,mobile,Firefox,Linux,paid_search,FR,,A,False,2,324,56,7.86,0.164,0.031,,10,P1430,Automotive,WELCOME10
EVT201317,C43909,S5742149854,product_view,2024-11-02 14:44:59,mobile,Safari,iOS,organic_search,FR,,B,True,5,223,62,12.18,0.106,0.303,,9,P6467,Toys,NONE
EVT201318,C80435,S6653743497,checkout_start,2025-02-20 05:36:15,desktop,Firefox,Windows,email,IN,,B,True,2,557,12,108.21,0.146,0.207,,5,,,FREESHIP
EVT201319,C71910,S6947188399,add_to_cart,2024-11-08 06:02:59,desktop,Safari,Windows,social,CA,,A,True,3,252,51,45.39,0.028,0.184,,2,P5816,Pets,NONE
EVT201320,C53493,S9699079170,page_view,2024-05-23 17:58:44,desktop,Safari,Android,social,BR,,B,True,6,392,60,17.08,0.162,0.108,,1,,,NONE
EVT201321,C94110,S7674402187,add_to_cart,2024-11-04 12:58:26,mobile,Edge,macOS,organic_search,CA,,A,False,4,520,37,114.41,0.09,0.108,,1,P5849,Apparel,NONE
EVT201322,C96417,S5395123647,add_to_cart,2025-01-20 13:55:19,mobile,Chrome,macOS,affiliate,GB,,A,True,4,322,39,79.48,0.056,0.08,,5,P9035,Grocery,NONE
EVT201323,C39664,S6575756715,add_to_cart,2024-12-27 04:53:31,mobile,Chrome,Android,social,FR,,B,True,2,141,42,55.93,0.173,0.078,,8,P6012,Electronics,NONE
EVT201324,C38335,S7110693048,return_initiated,2025-02-17 23:27:03,desktop,Edge,Windows,direct,MX,,B,False,1,427,23,196.76,0.196,0.166,,4,P1121,Pets,NONE
EVT201325,C80244,S7654729701,page_view,2024-02-10 01:53:44,desktop,Firefox,iOS,organic_search,US,OH,B,True,3,453,64,32.53,0.086,0.078,,9,,,WELCOME10
EVT201326,C53675,S8588319041,add_to_cart,2024-02-11 08:41:02,desktop,Firefox,iOS,organic_search,US,OH,B,False,2,330,59,199.75,0.146,0.0,,1,P5861,Beauty,WELCOME10
EVT201327,C76362,S5771968580,checkout_start,2024-04-23 23:32:32,desktop,Edge,Android,direct,CA,,A,False,5,481,17,235.15,0.01,0.275,,6,,,NONE
EVT201328,C95164,S4263077366,product_view,2024-12-21 17:46:51,desktop,Chrome,macOS,direct,CA,,A,True,4,380,5,28.44,0.161,0.494,,7,P8356,Home,NONE
EVT201329,C36578,S5800704673,product_view,2024-11-11 08:59:56,mobile,Safari,Android,direct,FR,,B,False,4,281,17,24.2,0.105,0.172,,2,P3891,Toys,FREESHIP
EVT201330,C84562,S6649096559,page_view,2025-03-21 23:29:12,mobile,Opera,Windows,organic_search,FR,,A,True,3,413,49,15.38,0.222,0.225,,9,,,NONE
EVT201331,C16062,S3564661984,product_view,2024-10-09 23:10:13,desktop,Edge,Linux,affiliate,FR,,A,True,4,532,43,25.5,0.153,0.391,,8,P8358,Beauty,WELCOME10
EVT201332,C24412,S9852496135,page_view,2025-01-07 04:43:44,desktop,Firefox,Windows,organic_search,MX,,B,True,6,414,33,42.85,0.054,0.0,,9,,,NONE
EVT201333,C48641,S7722899620,add_to_cart,2024-04-21 13:40:17,desktop,Opera,Linux,direct,MX,,B,True,4,192,6,184.13,0.106,0.0,,9,P5009,Electronics,NONE
EVT201334,C53378,S5691765859,product_view,2025-05-10 16:21:08,desktop,Firefox,Linux,direct,FR,,A,False,3,266,52,40.71,0.082,0.102,,5,P3599,Books,NONE
EVT201335,C69901,S7247157829,page_view,2025-03-05 11:04:45,mobile,Safari,macOS,direct,US,HI,B,False,1,409,5,32.25,0.181,0.048,,5,,,NONE
EVT201336,C64264,S1825773079,product_view,2024-09-12 10:20:40,desktop,Edge,Linux,organic_search,BR,,A,False,7,292,52,35.95,0.132,0.102,,3,P5002,Grocery,NONE
EVT201337,C10856,S5745668794,add_to_cart,2024-10-23 21:11:03,desktop,Chrome,iOS,organic_search,MX,,A,True,4,533,46,147.75,0.18,0.155,,1,P9565,Grocery,NONE
EVT201338,C26249,S6691581842,add_to_cart,2024-07-22 14:11:06,desktop,Edge,Linux,paid_search,MX,,B,True,3,478,16,99.94,0.205,0.0,,9,P1082,Books,NONE
EVT201339,C80735,S3113473546,checkout_start,2024-01-12 14:55:11,mobile,Firefox,Android,direct,DE,,B,True,2,192,20,55.24,0.118,0.243,,7,,,NONE
EVT201340,C67042,S6927891727,payment_attempt,2024-12-02 02:47:29,mobile,Firefox,Linux,social,AU,,B,True,2,297,31,193.36,0.165,0.275,approved,2,,,NONE
EVT201341,C52984,S1791267521,product_view,2024-04-13 20:34:08,desktop,Firefox,Linux,direct,AU,,A,False,3,354,53,34.37,0.155,0.153,,6,P3124,Home,FREESHIP
EVT201342,C19485,S8558235211,page_view,2024-04-06 19:17:13,mobile,Edge,iOS,direct,BR,,A,True,3,398,64,4.16,0.242,0.118,,10,,,NONE
EVT201343,C11911,S9937728416,return_initiated,2025-03-01 21:29:44,mobile,Safari,iOS,email,MX,,B,False,2,296,47,98.89,0.186,0.033,,1,P3630,Automotive,VIP25
EVT201344,C42790,S8137940202,payment_attempt,2024-08-10 09:19:25,mobile,Chrome,Android,direct,BR,,A,False,3,317,37,42.79,0.0,0.248,approved,3,,,NONE
EVT201345,C35099,S3125970966,page_view,2024-09-09 15:27:12,mobile,Safari,iOS,direct,BR,,A,True,7,493,35,12.84,0.257,0.201,,5,,,WELCOME10
EVT201346,C25242,S7538337154,add_to_cart,2025-03-04 16:51:59,mobile,Chrome,Windows,direct,AU,,A,True,5,439,68,130.68,0.146,0.277,,4,P1852,Grocery,NONE
EVT201347,C96524,S9231657627,product_view,2024-02-20 21:55:33,mobile,Chrome,iOS,organic_search,MX,,A,True,3,478,14,23.15,0.195,0.14,,10,P3959,Toys,NONE
EVT201348,C19974,S9408463597,page_view,2024-02-08 22:42:59,mobile,Safari,Windows,direct,FR,,B,True,7,401,62,27.81,0.165,0.275,,6,,,NONE
EVT201349,C19995,S7400032188,page_view,2025-03-24 21:55:47,mobile,Chrome,Linux,direct,BR,,B,True,6,80,67,37.0,0.19,0.0,,8,,,NONE
EVT201350,C46603,S1178556598,product_view,2025-05-18 10:31:42,desktop,Safari,macOS,direct,CA,,B,True,4,520,32,22.41,0.246,0.103,,5,P6112,Books,VIP25
EVT201351,C27725,S1640017669,page_view,2025-02-23 07:52:17,mobile,Edge,Linux,paid_search,FR,,B,False,6,384,13,19.72,0.134,0.16,,1,,,NONE
EVT201352,C19486,S1171439735,checkout_start,2025-06-03 22:25:40,mobile,Chrome,iOS,affiliate,US,CT,A,False,2,132,30,166.6,0.017,0.165,,3,,,NONE
EVT201353,C11392,S5639829976,page_view,2025-04-13 13:08:55,desktop,Safari,Android,organic_search,GB,,B,True,5,380,17,12.53,0.193,0.163,,8,,,NONE
EVT201354,C47154,S3332031224,page_view,2025-02-10 02:44:02,mobile,Edge,Android,email,IN,,B,False,7,255,46,26.88,0.035,0.119,,10,,,WELCOME10
EVT201355,C12464,S6722947151,payment_attempt,2025-03-29 09:44:55,mobile,Chrome,Windows,paid_search,US,FL,A,False,2,405,50,169.07,0.122,0.265,approved,9,,,NONE
EVT201356,C33311,S6104938445,product_view,2024-05-10 09:21:13,mobile,Firefox,Linux,direct,BR,,A,False,2,356,13,5.34,0.292,0.088,,2,P4776,Electronics,NONE
EVT201357,C65772,S7978141043,checkout_start,2025-03-17 13:36:27,desktop,Safari,Windows,paid_search,AU,,A,False,5,409,41,98.45,0.116,0.119,,10,,,NONE
EVT201358,C10590,S7411625051,checkout_start,2025-02-08 10:08:21,mobile,Edge,Windows,paid_search,GB,,B,True,3,357,42,136.27,0.179,0.15,,1,,,NONE
EVT201359,C83952,S4029071611,add_to_cart,2024-11-15 16:51:25,desktop,Safari,Linux,direct,IN,,B,True,1,268,40,215.49,0.135,0.261,,4,P3569,Books,FREESHIP
EVT201360,C71747,S3574806403,product_view,2024-01-28 22:59:55,desktop,Opera,Linux,direct,GB,,B,True,4,374,44,41.63,0.075,0.219,,9,P2417,Beauty,NONE
EVT201361,C74165,S2063613354,purchase,2024-01-03 10:59:14,mobile,Edge,macOS,organic_search,DE,,B,True,4,329,49,70.63,0.118,0.0,approved,2,P8844,Beauty,FREESHIP
EVT201362,C70748,S2384141424,product_view,2025-04-27 06:22:11,mobile,Safari,Windows,direct,US,IN,A,True,3,173,46,25.28,0.074,0.048,,7,P4483,Toys,FREESHIP
EVT201363,C61116,S7868677809,checkout_start,2024-10-31 05:46:57,desktop,Chrome,iOS,direct,FR,,B,True,5,107,11,129.52,0.065,0.084,,4,,,WELCOME10
EVT201364,C66100,S6170666417,page_view,2025-06-25 12:59:41,mobile,Chrome,Linux,email,US,SC,B,True,1,123,51,26.89,0.145,0.232,,6,,,WELCOME10
EVT201365,C68163,S2407855664,page_view,2025-01-04 10:23:47,mobile,Edge,Windows,direct,IN,,A,False,8,338,66,38.53,0.112,0.218,,8,,,HOLIDAY20
EVT201366,C78932,S5151856116,purchase,2025-03-23 18:13:33,mobile,Chrome,macOS,social,FR,,A,True,4,386,34,76.83,0.131,0.0,approved,3,P2764,Books,NONE
EVT201367,C51740,S3680502383,product_view,2024-01-05 07:02:21,desktop,Safari,Windows,organic_search,BR,,A,False,4,546,75,0.57,0.264,0.213,,4,P8518,Beauty,NONE
EVT201368,C10397,S7994932930,page_view,2024-10-30 08:41:37,desktop,Safari,Android,direct,FR,,A,True,4,425,12,16.98,0.124,0.193,,2,,,NONE
EVT201369,C59626,S6127252154,payment_attempt,2025-01-12 11:54:12,mobile,Safari,Android,paid_search,FR,,A,False,3,429,70,80.79,0.135,0.039,approved,8,,,NONE
EVT201370,C72683,S6031869459,product_view,2024-05-16 18:33:31,mobile,Safari,iOS,organic_search,IN,,A,True,3,293,61,0.51,0.063,0.158,,10,P4649,Home,NONE
EVT201371,C64618,S6647973099,payment_attempt,2024-10-19 08:21:04,mobile,Safari,iOS,social,IN,,B,True,3,530,34,122.54,0.161,0.0,approved,6,,,HOLIDAY20
EVT201372,C88435,S2775756629,payment_attempt,2024-06-18 11:03:56,desktop,Chrome,Linux,organic_search,GB,,B,False,3,253,23,79.35,0.12,0.056,approved,4,,,WELCOME10
EVT201373,C76814,S1939050069,page_view,2025-06-27 13:26:11,mobile,Opera,macOS,paid_search,BR,,A,True,3,262,7,25.65,0.114,0.0,,6,,,HOLIDAY20
EVT201374,C68772,S8956173005,add_to_cart,2024-08-10 17:37:26,tablet,Opera,Linux,organic_search,GB,,B,False,5,588,36,94.81,0.148,0.0,,1,P9109,Electronics,NONE
EVT201375,C30830,S5314877169,page_view,2025-04-27 01:21:04,desktop,Firefox,Android,organic_search,CA,,A,True,2,387,61,4.07,0.047,0.121,,1,,,NONE
EVT201376,C61768,S5183182113,page_view,2024-10-08 07:35:32,mobile,Safari,macOS,affiliate,DE,,B,True,6,281,37,20.61,0.025,0.203,,8,,,NONE
EVT201377,C82258,S1614690898,page_view,2025-04-19 16:55:36,desktop,Safari,macOS,direct,CA,,A,True,4,259,39,17.75,0.093,0.212,,6,,,FREESHIP
EVT201378,C62877,S4188277769,product_view,2024-10-31 00:07:47,mobile,Chrome,Windows,paid_search,DE,,B,False,3,469,36,35.29,0.066,0.185,,9,P8909,Electronics,NONE
EVT201379,C16777,S1452015326,page_view,2025-06-11 15:52:05,mobile,Chrome,macOS,direct,US,OR,B,True,4,336,62,40.99,0.135,0.329,,5,,,NONE
EVT201380,C85177,S1090779725,product_view,2024-06-03 13:46:14,mobile,Firefox,macOS,paid_search,CA,,A,False,5,237,27,4.68,0.188,0.076,,8,P5950,Toys,FREESHIP
EVT201381,C23547,S9336225264,page_view,2025-01-17 21:20:29,tablet,Safari,iOS,organic_search,US,GA,B,False,3,423,28,2.65,0.124,0.396,,5,,,NONE
EVT201382,C71390,S1983746310,checkout_start,2024-10-19 18:49:47,desktop,Safari,macOS,social,MX,,A,False,3,377,13,31.14,0.161,0.267,,3,,,WELCOME10
EVT201383,C18591,S5223794475,return_initiated,2024-12-02 03:43:12,mobile,Opera,iOS,direct,DE,,B,False,4,233,5,203.64,0.092,0.0,,6,P6665,Sports,NONE
EVT201384,C60507,S4548560487,product_view,2024-01-27 22:39:04,mobile,Firefox,Windows,direct,FR,,B,False,7,455,51,21.24,0.204,0.171,,6,P3858,Home,NONE
EVT201385,C17499,S6675823738,page_view,2024-11-09 19:26:25,tablet,Safari,iOS,direct,US,NE,A,True,7,399,85,1.8,0.033,0.0,,10,,,NONE
EVT201386,C56900,S4870035367,payment_attempt,2024-12-27 14:29:04,mobile,Opera,macOS,paid_search,GB,,A,True,2,326,48,192.44,0.064,0.406,approved,8,,,NONE
EVT201387,C58161,S2201962043,product_view,2025-01-25 15:58:06,mobile,Opera,Linux,direct,AU,,B,True,2,205,12,11.81,0.035,0.0,,5,P8468,Grocery,FREESHIP
EVT201388,C68368,S4363321463,page_view,2025-04-09 20:38:27,desktop,Safari,Android,direct,MX,,A,True,2,245,22,3.35,0.127,0.151,,1,,,WELCOME10
EVT201389,C78650,S1185295705,page_view,2025-06-14 15:03:26,mobile,Firefox,Windows,social,MX,,B,True,5,356,59,0.32,0.124,0.046,,2,,,NONE
EVT201390,C72812,S8559553706,page_view,2025-04-10 12:19:30,mobile,Chrome,Windows,direct,US,ME,B,True,3,462,53,29.6,0.147,0.231,,1,,,WELCOME10
EVT201391,C39825,S3517214393,purchase,2025-02-11 05:42:14,desktop,Chrome,Linux,social,CA,,A,False,7,310,26,212.18,0.0,0.064,declined,6,P7073,Automotive,NONE
EVT201392,C45406,S9932803404,return_initiated,2025-06-08 08:24:36,mobile,Edge,Linux,organic_search,GB,,A,True,6,425,38,211.01,0.11,0.23,,7,P4289,Automotive,NONE
EVT201393,C65850,S1118903605,add_to_cart,2024-01-08 13:26:04,mobile,Safari,Android,direct,FR,,B,False,3,140,11,159.95,0.06,0.0,,3,P5492,Home,NONE
EVT201394,C50989,S8740095224,payment_attempt,2024-03-30 19:52:52,desktop,Firefox,iOS,organic_search,IN,,A,True,4,390,38,60.12,0.12,0.215,approved,1,,,NONE
EVT201395,C55495,S1680227364,product_view,2025-05-11 21:26:30,mobile,Edge,Android,organic_search,AU,,A,True,3,444,31,7.18,0.067,0.214,,5,P3530,Apparel,NONE
EVT201396,C59248,S7040929231,payment_attempt,2025-04-23 02:17:50,tablet,Opera,Linux,email,MX,,B,True,3,261,6,64.51,0.1,0.239,approved,2,,,NONE
EVT201397,C34035,S9686352570,product_view,2024-03-12 01:44:31,desktop,Chrome,iOS,paid_search,MX,,B,False,5,369,5,28.29,0.155,0.219,,4,P6724,Automotive,WELCOME10
EVT201398,C81142,S6885251922,checkout_start,2024-10-02 21:35:57,mobile,Opera,iOS,direct,GB,,A,True,6,487,36,83.65,0.221,0.133,,7,,,NONE
EVT201399,C19648,S1781205792,add_to_cart,2025-03-23 01:24:55,mobile,Opera,macOS,direct,IN,,A,True,4,285,45,53.0,0.026,0.081,,6,P5869,Pets,WELCOME10
EVT201400,C55373,S8528886792,payment_attempt,2024-04-06 17:33:25,desktop,Firefox,macOS,paid_search,MX,,B,True,7,391,62,100.53,0.047,0.2,declined,2,,,NONE
EVT201401,C45388,S2864982883,add_to_cart,2024-09-07 00:37:07,desktop,Opera,Android,direct,AU,,B,True,4,468,59,99.87,0.16,0.0,,10,P9955,Books,NONE
EVT201402,C28647,S9499671122,payment_attempt,2024-03-08 18:11:48,desktop,Opera,Windows,affiliate,AU,,A,True,4,410,53,100.16,0.16,0.092,approved,6,,,NONE
EVT201403,C75070,S2862112576,checkout_start,2025-03-11 15:21:25,desktop,Edge,Linux,direct,FR,,A,True,3,348,46,42.87,0.178,0.056,,7,,,FREESHIP
EVT201404,C90196,S3666706911,page_view,2024-09-04 16:02:24,mobile,Edge,Windows,direct,MX,,A,True,4,412,61,3.03,0.121,0.007,,7,,,VIP25
EVT201405,C92132,S3303936478,product_view,2025-02-08 22:22:19,mobile,Opera,macOS,organic_search,US,AL,A,False,4,454,20,17.48,0.154,0.165,,8,P4074,Books,FREESHIP
EVT201406,C58102,S8662087090,payment_attempt,2025-06-26 22:45:52,desktop,Chrome,Windows,organic_search,US,MA,B,True,4,337,32,176.59,0.056,0.005,approved,8,,,NONE
